fam,ticker,dt,entry,market,amt20,r5,r10,r20,r40
배당결정,078600,20210217,20210218,KOSDAQ,105.4,-10.78,-16.69,-6.18,4.12
무상증자,347890,20210217,20210218,KOSDAQ,19.4,-8.26,-1.4,-13.04,-14.71
무상증자,069410,20210217,20210218,KOSDAQ,23.8,-5.48,-9.55,-8.86,-3.63
배당결정,012320,20210217,20210218,KOSPI,1.5,-0.38,6.81,13.84,28.53
배당결정,006980,20210217,20210218,KOSPI,238.7,-7.52,-6.95,30.19,16.33
배당결정,002810,20210217,20210218,KOSPI,4.8,-0.12,2.35,2.0,11.89
배당결정,038010,20210217,20210218,KOSDAQ,17.1,-7.41,33.25,36.36,43.74
배당결정,066310,20210217,20210218,KOSDAQ,39.1,-5.04,-5.87,-8.91,-8.08
자사주직접,012330,20210218,20210219,KOSPI,2968.1,-6.57,-7.04,-9.98,-5.95
자사주직접,009830,20210218,20210219,KOSPI,1821.8,-13.07,-17.53,-16.56,-1.74
공급계약,281740,20210218,20210219,KOSDAQ,241.4,0.34,-3.64,-9.82,9.68
공급계약,313760,20210218,20210219,KOSDAQ,6.3,-10.24,-16.17,-21.25,-12.21
배당결정,001820,20210218,20210219,KOSPI,166.5,-8.25,-11.23,-5.67,-4.86
배당결정,003200,20210218,20210219,KOSPI,5.7,-1.18,0.21,4.27,19.33
배당결정,005680,20210218,20210219,KOSPI,42.9,-6.46,-10.01,-3.35,5.54
배당결정,009470,20210218,20210219,KOSPI,31.5,-12.37,-12.15,-2.63,38.06
배당결정,014910,20210218,20210219,KOSPI,5.0,-6.75,-0.93,5.66,14.01
배당결정,016450,20210218,20210219,KOSPI,8.8,-10.11,-6.71,0.58,9.64
배당결정,012330,20210218,20210219,KOSPI,2968.1,-6.57,-7.04,-9.98,-5.95
배당결정,105630,20210218,20210219,KOSPI,83.9,4.62,4.62,11.25,5.9
배당결정,134380,20210218,20210219,KOSPI,0.6,-1.34,-1.18,12.43,32.21
배당결정,145270,20210218,20210219,KOSPI,48.7,-14.8,-18.19,-11.73,30.18
배당결정,018120,20210218,20210219,KOSDAQ,1.6,-2.13,-2.13,-1.96,4.34
배당결정,036200,20210218,20210219,KOSDAQ,200.1,0.79,1.21,14.71,30.32
배당결정,063760,20210218,20210219,KOSDAQ,13.3,-11.4,-13.59,0.65,-6.28
배당결정,001430,20210218,20210219,KOSPI,77.4,0.9,16.76,18.83,41.93
공급계약,017960,20210219,20210222,KOSPI,114.6,-3.7,-6.6,-3.28,2.52
공급계약,097230,20210219,20210222,KOSPI,9.4,-3.51,-5.56,-6.38,4.16
배당결정,123410,20210219,20210222,KOSDAQ,105.4,-9.13,-21.29,-13.72,-6.02
배당결정,013030,20210219,20210222,KOSDAQ,43.5,-6.65,-4.41,-3.12,16.43
배당결정,121600,20210219,20210222,KOSDAQ,48.2,-15.25,-26.78,-13.16,-13.31
배당결정,121440,20210219,20210222,KOSDAQ,11.6,4.97,13.76,18.5,27.47
배당결정,095910,20210219,20210222,KOSDAQ,15.1,-14.41,-19.18,-14.85,-9.23
배당결정,053080,20210219,20210222,KOSDAQ,68.0,-6.76,-8.03,-10.97,-4.8
배당결정,038950,20210219,20210222,KOSDAQ,7.5,-10.06,-13.98,-10.93,1.43
배당결정,038500,20210219,20210222,KOSDAQ,350.7,7.1,-5.54,1.64,11.15
배당결정,023600,20210219,20210222,KOSDAQ,58.3,-7.08,-3.88,4.92,25.72
자사주신탁,241840,20210219,20210222,KOSDAQ,95.1,-11.68,-5.28,8.53,4.82
배당결정,363280,20210219,20210222,KOSPI,92.6,-6.55,-7.72,-6.35,6.37
배당결정,272210,20210219,20210222,KOSPI,586.6,-6.16,-15.19,-9.63,-2.0
배당결정,028100,20210219,20210222,KOSPI,34.1,-5.9,-8.22,-6.48,3.09
배당결정,088350,20210219,20210222,KOSPI,344.8,-3.27,0.38,-8.6,0.23
배당결정,011210,20210219,20210222,KOSPI,1095.6,-8.12,-8.35,-8.12,-11.12
배당결정,009460,20210219,20210222,KOSPI,108.9,-6.63,-5.59,-3.92,2.74
배당결정,009410,20210219,20210222,KOSPI,35.2,-1.09,-3.58,4.3,6.38
배당결정,004840,20210219,20210222,KOSPI,4.1,-3.99,-7.91,-3.84,-4.55
배당결정,004830,20210219,20210222,KOSPI,27.8,26.42,76.82,83.16,266.99
배당결정,003220,20210219,20210222,KOSPI,27.9,-3.86,-10.79,-6.75,0.48
배당결정,002150,20210219,20210222,KOSPI,6.9,-3.01,-2.64,-2.03,10.77
배당결정,000230,20210219,20210222,KOSPI,11.2,-8.78,-14.25,-13.95,-7.57
배당결정,217500,20210219,20210222,KOSDAQ,617.6,-11.22,-11.22,4.6,17.68
배당결정,016740,20210219,20210222,KOSPI,58.2,32.15,28.07,29.65,27.81
공급계약,267250,20210222,20210223,KOSPI,34.9,3.51,5.03,1.42,9.42
공급계약,087260,20210222,20210223,KOSDAQ,73.7,-9.84,-16.06,-6.99,-6.59
공급계약,294870,20210222,20210223,KOSPI,295.2,-2.74,-5.11,5.8,1.07
자사주신탁,000320,20210222,20210223,KOSPI,5.7,-1.18,-6.64,-0.34,23.19
공급계약,009540,20210222,20210223,KOSPI,402.8,4.81,8.58,10.47,27.45
공급계약,012630,20210222,20210223,KOSPI,61.4,-0.93,-4.08,-0.48,4.47
배당결정,039420,20210222,20210223,KOSDAQ,223.6,-3.19,-11.91,-2.19,3.52
배당결정,000440,20210222,20210223,KOSDAQ,0.9,-4.13,4.93,0.84,34.98
배당결정,194370,20210222,20210223,KOSPI,9.3,14.78,12.9,73.47,72.06
배당결정,042700,20210222,20210223,KOSPI,287.2,-3.16,-13.87,5.83,41.16
배당결정,016580,20210222,20210223,KOSPI,68.5,-1.75,-12.38,-7.82,-2.51
배당결정,015230,20210222,20210223,KOSPI,7.4,-3.59,0.77,5.44,20.62
배당결정,005670,20210222,20210223,KOSDAQ,12.4,-5.72,-7.78,7.9,2.26
배당결정,012160,20210222,20210223,KOSPI,19.8,-8.35,-9.59,-7.52,-2.54
배당결정,009290,20210222,20210223,KOSPI,21.2,-6.24,-13.39,-9.97,-3.03
배당결정,007540,20210222,20210223,KOSPI,16.6,-4.14,-5.29,-4.91,2.19
배당결정,007310,20210222,20210223,KOSPI,36.0,0.19,3.32,-0.51,-2.07
배당결정,006880,20210222,20210223,KOSPI,0.8,-2.15,9.62,9.38,25.52
배당결정,005500,20210222,20210223,KOSPI,13.0,-4.77,-9.63,-6.72,1.65
배당결정,005010,20210222,20210223,KOSPI,41.0,-0.85,-1.5,3.57,27.18
배당결정,004430,20210222,20210223,KOSPI,304.9,-7.3,-13.71,-3.97,10.65
배당결정,010130,20210222,20210223,KOSPI,374.0,-5.34,-7.65,-7.53,-3.96
배당결정,041920,20210222,20210223,KOSDAQ,11.3,-10.02,3.82,9.59,21.52
배당결정,248170,20210222,20210223,KOSPI,15.1,-0.78,-3.35,-3.87,0.36
배당결정,064290,20210222,20210223,KOSDAQ,114.8,0.39,-9.57,13.59,16.4
배당결정,111710,20210222,20210223,KOSDAQ,3.4,9.95,-1.48,-10.62,-7.77
배당결정,128660,20210222,20210223,KOSDAQ,8.1,-1.48,-2.69,3.17,10.84
배당결정,260930,20210222,20210223,KOSDAQ,0.7,-3.11,10.33,21.16,30.54
무상증자,175250,20210222,20210223,KOSDAQ,396.1,-10.95,-18.8,-16.99,-6.84
배당결정,053280,20210222,20210223,KOSDAQ,27.4,-5.19,-9.15,0.92,28.63
무상증자,277880,20210222,20210223,KOSDAQ,51.9,-14.14,3.65,5.09,15.67
배당결정,025950,20210223,20210224,KOSDAQ,203.7,0.48,-9.63,-13.96,33.58
배당결정,050960,20210223,20210224,KOSDAQ,122.7,-25.55,-38.41,-32.89,-15.44
배당결정,036710,20210223,20210224,KOSDAQ,13.3,-11.32,-12.89,-11.67,-1.53
공급계약,083930,20210223,20210224,KOSDAQ,86.8,-7.62,-11.1,-11.1,-5.89
공급계약,017000,20210223,20210224,KOSDAQ,277.1,8.31,26.42,56.24,26.76
배당결정,104700,20210223,20210224,KOSPI,29.7,-0.93,3.63,15.82,42.79
배당결정,023590,20210223,20210224,KOSPI,251.7,-5.45,-8.71,-5.81,-1.1
배당결정,025530,20210223,20210224,KOSPI,1.1,-5.91,-7.53,-7.4,5.17
배당결정,009070,20210223,20210224,KOSPI,424.2,16.06,25.65,-7.78,-15.59
배당결정,007340,20210223,20210224,KOSPI,8.8,1.51,12.85,8.16,8.16
배당결정,006660,20210223,20210224,KOSPI,4.0,-2.24,2.23,9.28,49.82
배당결정,004910,20210223,20210224,KOSPI,7.1,-3.01,-5.29,-0.42,16.17
배당결정,001940,20210223,20210224,KOSPI,6.9,-0.84,3.57,8.65,19.16
배당결정,000520,20210223,20210224,KOSPI,13.7,-1.36,-4.07,-1.61,-2.11
배당결정,000480,20210223,20210224,KOSPI,0.0,-1.17,-1.55,-1.17,5.26
배당결정,066130,20210223,20210224,KOSDAQ,188.8,-14.14,-15.63,-4.89,0.84
배당결정,094280,20210223,20210224,KOSPI,27.6,-7.89,-10.3,-8.37,-2.12
배당결정,123700,20210223,20210224,KOSPI,4.7,-5.06,-6.24,-7.06,3.88
배당결정,021320,20210223,20210224,KOSDAQ,5.7,-5.73,-5.96,-2.97,25.96
배당결정,068240,20210223,20210224,KOSDAQ,57.2,-7.11,-4.88,-4.21,3.74
배당결정,080520,20210223,20210224,KOSDAQ,27.2,-3.48,-8.87,-1.92,39.4
배당결정,091590,20210223,20210224,KOSDAQ,8.5,5.63,-7.01,-18.48,-14.52
배당결정,098660,20210223,20210224,KOSDAQ,8.8,-3.79,-3.98,0.25,10.66
배당결정,104830,20210223,20210224,KOSDAQ,34.2,-1.02,1.39,9.63,16.17
배당결정,120240,20210223,20210224,KOSDAQ,36.3,-9.09,-18.45,-16.81,5.52
배당결정,222800,20210223,20210224,KOSDAQ,127.7,-9.46,-8.85,-10.28,-0.07
배당결정,078150,20210223,20210224,KOSDAQ,123.5,-3.63,5.82,16.19,34.71
배당결정,025540,20210224,20210225,KOSPI,125.1,0.55,-1.05,-5.32,4.03
배당결정,014280,20210224,20210225,KOSPI,8.3,-8.23,-6.89,10.25,21.68
배당결정,013890,20210224,20210225,KOSPI,50.4,2.43,4.35,-0.43,1.9
배당결정,012630,20210224,20210225,KOSPI,58.4,-2.29,-1.84,1.33,5.4
배당결정,009580,20210224,20210225,KOSPI,49.4,-0.33,-5.75,-14.49,-4.0
배당결정,009200,20210224,20210225,KOSPI,26.5,3.87,-0.68,1.77,3.17
배당결정,000100,20210224,20210225,KOSPI,236.9,-5.24,-6.02,-3.67,4.95
배당결정,000850,20210224,20210225,KOSPI,2.1,0.26,0.26,3.6,15.89
배당결정,000720,20210224,20210225,KOSPI,409.1,-5.37,1.32,6.8,20.79
배당결정,005750,20210224,20210225,KOSPI,6.8,-2.28,-1.18,11.14,33.56
배당결정,002020,20210224,20210225,KOSPI,70.8,-7.29,-6.22,-0.27,36.12
배당결정,002790,20210224,20210225,KOSPI,107.5,0.4,-2.4,0.09,4.43
배당결정,002840,20210224,20210225,KOSPI,8.2,-0.22,14.16,44.83,37.8
배당결정,002960,20210224,20210225,KOSPI,6.3,0.46,0.05,0.67,3.34
배당결정,009160,20210224,20210225,KOSPI,25.4,2.71,1.63,0.4,36.15
배당결정,003070,20210224,20210225,KOSPI,53.4,-6.73,-3.36,-1.2,17.55
배당결정,003300,20210224,20210225,KOSPI,3.4,-8.44,-8.44,2.67,17.2
배당결정,004490,20210224,20210225,KOSPI,535.9,-11.26,-14.21,-20.65,0.89
배당결정,004560,20210224,20210225,KOSPI,630.8,12.99,7.14,-1.49,4.36
배당결정,005360,20210224,20210225,KOSPI,24.4,-4.3,-4.09,1.59,16.47
배당결정,002140,20210224,20210225,KOSPI,8.2,-5.45,-6.18,0.89,2.6
배당결정,003010,20210224,20210225,KOSPI,56.9,1.94,3.67,30.61,33.2
배당결정,025880,20210224,20210225,KOSDAQ,13.5,-3.88,21.79,56.74,58.86
배당결정,090430,20210224,20210225,KOSPI,672.7,0.9,-3.8,9.88,12.23
배당결정,030530,20210224,20210225,KOSDAQ,60.2,1.27,1.76,9.38,14.09
배당결정,043650,20210224,20210225,KOSDAQ,8.0,-13.7,-6.13,-7.1,2.19
배당결정,048470,20210224,20210225,KOSDAQ,5.4,1.56,0.42,1.94,15.79
배당결정,051380,20210224,20210225,KOSDAQ,10.2,1.42,-8.97,-10.27,-4.21
배당결정,054040,20210224,20210225,KOSDAQ,22.0,7.65,8.32,3.79,40.19
배당결정,060380,20210224,20210225,KOSDAQ,29.3,-5.37,-4.59,-15.53,8.89
배당결정,015710,20210224,20210225,KOSDAQ,13.6,0.1,-1.61,1.1,4.66
배당결정,093520,20210224,20210225,KOSDAQ,55.9,-5.2,-5.56,-5.38,10.89
배당결정,099190,20210224,20210225,KOSDAQ,14.3,-2.62,-0.77,0.06,28.72
배당결정,170030,20210224,20210225,KOSDAQ,30.6,16.03,15.43,16.15,11.71
배당결정,179290,20210224,20210225,KOSDAQ,21.3,-7.11,-9.86,-10.49,-4.15
배당결정,240810,20210224,20210225,KOSDAQ,373.1,3.95,1.94,10.37,18.59
자사주직접,268280,20210224,20210225,KOSPI,1.7,5.18,15.64,72.91,61.55
자사주직접,107590,20210224,20210225,KOSPI,1.5,1.79,6.79,113.68,69.09
자사주직접,023450,20210224,20210225,KOSPI,0.5,-1.61,-1.5,37.84,13.75
자사주직접,002840,20210224,20210225,KOSPI,8.2,-0.22,14.16,44.83,37.8
배당결정,263600,20210224,20210225,KOSDAQ,107.2,-3.52,-4.71,-11.54,-5.04
배당결정,288620,20210224,20210225,KOSDAQ,40.9,-1.61,-4.53,-1.17,0.29
배당결정,014570,20210224,20210225,KOSDAQ,22.2,-8.68,0.5,0.5,11.05
배당결정,004590,20210224,20210225,KOSDAQ,387.0,-7.42,-7.09,10.33,7.26
배당결정,003100,20210224,20210225,KOSDAQ,6.6,-6.25,-5.1,-6.41,13.16
배당결정,002290,20210224,20210225,KOSDAQ,9.9,6.13,2.66,7.37,29.32
배당결정,001810,20210224,20210225,KOSDAQ,63.7,-9.9,-7.82,-5.62,-0.42
배당결정,300720,20210224,20210225,KOSPI,10.5,-0.45,-0.02,20.67,33.6
배당결정,294870,20210224,20210225,KOSPI,265.0,-5.0,0.91,10.71,2.95
배당결정,298020,20210224,20210225,KOSPI,833.9,5.55,16.43,47.38,79.31
배당결정,268280,20210224,20210225,KOSPI,1.7,5.18,15.64,72.91,61.55
배당결정,107590,20210224,20210225,KOSPI,1.5,1.79,6.79,113.68,69.09
배당결정,101530,20210224,20210225,KOSPI,6.4,-1.9,-0.7,-2.38,10.58
배당결정,017510,20210224,20210225,KOSDAQ,39.2,-3.66,0.74,0.16,7.45
배당결정,084850,20210224,20210225,KOSDAQ,65.0,-1.63,-8.84,-4.92,-4.81
배당결정,246690,20210224,20210225,KOSDAQ,48.5,1.38,4.69,19.9,78.42
공급계약,002020,20210224,20210225,KOSPI,70.8,-7.29,-6.22,-0.27,36.12
무상증자,013890,20210224,20210225,KOSPI,50.4,2.43,4.35,-0.43,1.9
배당결정,026890,20210224,20210225,KOSPI,794.0,-6.71,-1.65,-0.8,23.25
공급계약,259630,20210224,20210225,KOSDAQ,41.7,-7.34,-9.04,-8.36,-1.56
공급계약,189300,20210224,20210225,KOSDAQ,267.5,-11.32,-14.23,-26.82,-20.29
배당결정,044450,20210224,20210225,KOSPI,13.6,1.41,-3.17,2.33,12.88
공급계약,003070,20210224,20210225,KOSPI,53.4,-6.73,-3.36,-1.2,17.55
공급계약,103590,20210224,20210225,KOSPI,52.2,-1.66,-2.47,0.72,6.4
공급계약,015860,20210224,20210225,KOSPI,70.2,-5.55,-5.92,-5.92,5.34
공급계약,002460,20210224,20210225,KOSPI,5.9,-4.17,-4.17,1.38,13.35
배당결정,085910,20210225,20210226,KOSDAQ,23.7,-3.29,0.13,2.03,9.88
배당결정,080010,20210225,20210226,KOSDAQ,2.2,5.19,4.91,8.25,1.31
배당결정,075130,20210225,20210226,KOSDAQ,9.2,-5.43,-2.31,7.62,8.94
배당결정,067730,20210225,20210226,KOSDAQ,205.4,-1.69,-0.48,14.78,-3.55
배당결정,015750,20210225,20210226,KOSDAQ,140.5,-0.79,1.56,-4.41,-4.41
배당결정,058610,20210225,20210226,KOSDAQ,21.6,-3.79,-0.43,0.13,17.0
배당결정,054050,20210225,20210226,KOSDAQ,89.8,-1.88,-1.48,-1.08,9.28
배당결정,053610,20210225,20210226,KOSDAQ,296.4,-2.56,-3.25,-5.5,0.73
배당결정,049480,20210225,20210226,KOSDAQ,17.7,-0.15,0.53,-1.35,2.75
배당결정,033830,20210225,20210226,KOSDAQ,34.4,-2.17,24.98,18.95,47.4
배당결정,024940,20210225,20210226,KOSDAQ,9.7,2.63,7.22,13.13,74.12
배당결정,065710,20210225,20210226,KOSDAQ,1.5,0.36,5.1,10.36,7.2
배당결정,009300,20210225,20210226,KOSDAQ,2.1,-1.48,-2.49,-1.82,8.96
배당결정,003310,20210225,20210226,KOSDAQ,53.7,2.53,6.43,-2.29,14.23
배당결정,339770,20210225,20210226,KOSPI,32.4,-3.2,0.72,-0.12,12.21
배당결정,192650,20210225,20210226,KOSPI,38.1,-4.99,-0.68,0.29,13.67
배당결정,161390,20210225,20210226,KOSPI,261.6,-8.29,-10.19,-8.79,6.53
배당결정,120110,20210225,20210226,KOSPI,528.6,5.22,5.41,14.48,27.81
배당결정,111110,20210225,20210226,KOSPI,9.2,5.49,6.0,3.98,21.67
배당결정,084010,20210225,20210226,KOSPI,62.0,2.94,2.94,29.95,53.9
배당결정,071320,20210225,20210226,KOSPI,5.5,-0.78,-0.65,0.16,11.77
배당결정,071090,20210225,20210226,KOSPI,0.2,-5.56,-8.04,7.01,6.06
배당결정,067830,20210225,20210226,KOSPI,7.6,4.01,11.32,13.76,34.37
배당결정,053690,20210225,20210226,KOSPI,20.6,-1.8,2.17,11.85,35.27
배당결정,035720,20210225,20210226,KOSPI,736.6,-9.12,-4.1,-2.39,17.79
배당결정,018250,20210225,20210226,KOSPI,46.0,-0.68,-0.08,-3.86,-1.67
배당결정,014620,20210225,20210226,KOSDAQ,33.4,-5.37,-3.92,5.06,27.79
배당결정,089150,20210225,20210226,KOSDAQ,98.7,11.54,3.39,29.49,18.63
배당결정,094970,20210225,20210226,KOSDAQ,7.1,8.52,12.81,10.58,19.63
배당결정,100660,20210225,20210226,KOSDAQ,8.2,2.66,5.37,6.45,12.75
배당결정,000050,20210225,20210226,KOSPI,4.0,5.99,8.52,8.95,16.12
배당결정,000240,20210225,20210226,KOSPI,238.0,-7.07,-5.12,5.75,2.68
배당결정,000210,20210225,20210226,KOSPI,521.4,-8.16,-6.72,6.08,18.64
배당결정,000640,20210225,20210226,KOSPI,56.8,-10.17,-6.65,-3.56,14.06
배당결정,001500,20210225,20210226,KOSPI,30.8,6.72,8.02,6.29,17.59
배당결정,002760,20210225,20210226,KOSPI,15.7,-1.35,-1.35,1.46,11.04
배당결정,003850,20210225,20210226,KOSPI,347.1,-2.3,1.07,1.31,14.32
배당결정,003960,20210225,20210226,KOSPI,10.4,1.46,4.09,1.75,11.69
배당결정,004090,20210225,20210226,KOSPI,0.3,-7.56,4.1,39.1,137.55
배당결정,004360,20210225,20210226,KOSPI,158.0,3.24,-2.19,-7.26,5.42
배당결정,006090,20210225,20210226,KOSPI,12.9,5.4,5.4,7.42,8.43
배당결정,007210,20210225,20210226,KOSPI,42.8,-1.71,0.76,13.69,79.61
배당결정,007610,20210225,20210226,KOSPI,47.8,1.69,2.29,-0.53,15.94
배당결정,009770,20210225,20210226,KOSPI,1.8,-1.7,1.59,1.42,16.67
배당결정,010040,20210225,20210226,KOSPI,13.6,-1.27,-0.75,1.86,16.61
배당결정,010100,20210225,20210226,KOSPI,13.1,-4.75,-2.46,4.05,8.98
배당결정,017810,20210225,20210226,KOSPI,17.6,-0.58,-1.18,-0.88,2.98
배당결정,330350,20210225,20210226,KOSDAQ,13.4,-6.92,-6.66,-8.75,-0.39
배당결정,192440,20210225,20210226,KOSDAQ,27.7,1.74,2.07,-0.39,2.56
배당결정,183300,20210225,20210226,KOSDAQ,49.4,-5.64,4.05,13.76,23.45
배당결정,148150,20210225,20210226,KOSDAQ,20.8,-0.16,-0.88,-0.16,7.53
배당결정,122310,20210225,20210226,KOSDAQ,10.0,2.15,3.93,7.71,16.04
배당결정,115500,20210225,20210226,KOSDAQ,62.3,24.89,24.59,24.74,16.06
배당결정,104460,20210225,20210226,KOSDAQ,36.8,-4.52,2.95,9.85,8.32
배당결정,092300,20210225,20210226,KOSDAQ,20.8,-7.74,-1.0,-5.53,45.17
배당결정,143240,20210225,20210226,KOSDAQ,14.7,-3.61,1.09,3.2,7.73
배당결정,006800,20210225,20210226,KOSPI,253.8,-2.38,0.15,0.78,5.3
자사주신탁,003850,20210225,20210226,KOSPI,347.1,-2.3,1.07,1.31,14.32
공급계약,012750,20210225,20210226,KOSPI,51.2,-1.91,-3.22,-2.39,-2.86
공급계약,175140,20210225,20210226,KOSDAQ,38.2,3.67,-2.05,-27.95,-26.9
자사주직접,000050,20210225,20210226,KOSPI,4.0,5.99,8.52,8.95,16.12
무상증자,004090,20210225,20210226,KOSPI,0.3,-7.56,4.1,39.1,137.55
공급계약,018000,20210225,20210226,KOSDAQ,301.3,-11.67,-0.19,6.97,6.12
자사주신탁,004360,20210225,20210226,KOSPI,158.0,3.24,-2.19,-7.26,5.42
자사주신탁,000140,20210225,20210226,KOSPI,4.2,1.09,0.44,8.56,3.37
자사주신탁,006880,20210225,20210226,KOSPI,1.3,4.66,7.7,13.18,23.64
자사주신탁,023350,20210225,20210226,KOSPI,26.4,-1.75,-6.85,-9.8,12.32
자사주신탁,042500,20210225,20210226,KOSDAQ,11.7,5.45,5.94,3.41,16.1
배당결정,271980,20210226,20210302,KOSPI,60.0,-6.82,-4.12,-5.64,13.84
배당결정,048830,20210226,20210302,KOSDAQ,2.1,2.43,5.81,-0.96,11.02
배당결정,042110,20210226,20210302,KOSDAQ,11.6,-4.93,1.21,5.99,35.34
배당결정,041830,20210226,20210302,KOSDAQ,21.2,-4.0,0.68,5.37,7.71
배당결정,039290,20210226,20210302,KOSDAQ,78.7,-7.12,-0.25,-2.83,10.48
배당결정,038070,20210226,20210302,KOSDAQ,19.2,-9.23,-6.55,-8.46,9.55
배당결정,037440,20210226,20210302,KOSDAQ,4.7,-1.01,0.73,6.54,115.5
배당결정,037230,20210226,20210302,KOSDAQ,50.8,-5.73,-1.01,5.47,25.69
배당결정,036120,20210226,20210302,KOSDAQ,21.6,-0.1,8.87,25.91,12.51
배당결정,033320,20210226,20210302,KOSDAQ,161.7,-5.38,-5.26,-5.61,-2.58
배당결정,195870,20210226,20210302,KOSPI,274.7,-10.81,-6.18,-3.13,3.24
배당결정,032190,20210226,20210302,KOSDAQ,44.1,-7.94,-5.71,-6.08,3.21
배당결정,031510,20210226,20210302,KOSDAQ,37.2,-7.63,-3.93,13.11,12.62
배당결정,019990,20210226,20210302,KOSDAQ,5.2,26.21,35.22,80.94,171.05
배당결정,016920,20210226,20210302,KOSDAQ,14.9,-8.66,-3.05,-3.05,10.46
배당결정,008830,20210226,20210302,KOSDAQ,1.2,4.01,8.35,10.94,44.17
배당결정,005990,20210226,20210302,KOSDAQ,2.1,-1.13,-0.79,4.63,20.2
배당결정,005860,20210226,20210302,KOSDAQ,7.7,-0.64,5.82,8.63,17.06
배당결정,002230,20210226,20210302,KOSDAQ,32.0,-3.69,-5.27,-4.39,3.51
배당결정,001540,20210226,20210302,KOSDAQ,15.2,-6.82,-3.44,-2.68,4.84
배당결정,034810,20210226,20210302,KOSDAQ,16.1,-2.01,-2.43,39.34,31.32
배당결정,023410,20210226,20210302,KOSDAQ,39.2,-4.35,-0.88,9.53,25.04
배당결정,052600,20210226,20210302,KOSDAQ,694.7,-0.48,9.52,1.34,-5.93
배당결정,183190,20210226,20210302,KOSPI,20.7,-8.3,-3.11,20.31,36.89
배당결정,267980,20210226,20210302,KOSDAQ,18.6,-3.53,-1.04,-1.46,5.17
배당결정,264850,20210226,20210302,KOSDAQ,4.9,-5.28,-0.43,-0.43,17.51
배당결정,255440,20210226,20210302,KOSDAQ,9.8,-8.81,-4.41,-5.14,23.06
배당결정,215360,20210226,20210302,KOSDAQ,103.3,0.32,5.12,3.32,9.92
배당결정,171090,20210226,20210302,KOSDAQ,128.2,39.44,34.79,19.68,14.25
배당결정,140520,20210226,20210302,KOSDAQ,5.6,-0.3,8.54,13.45,36.44
배당결정,131290,20210226,20210302,KOSDAQ,115.8,-10.37,4.04,4.42,19.11
배당결정,124560,20210226,20210302,KOSDAQ,55.2,1.16,6.04,41.72,68.2
배당결정,123570,20210226,20210302,KOSDAQ,1.7,-0.78,14.8,17.72,30.6
배당결정,123040,20210226,20210302,KOSDAQ,339.2,-15.99,-11.86,-19.9,1.98
배당결정,050760,20210226,20210302,KOSDAQ,15.3,-6.41,-3.71,1.17,1.53
배당결정,109080,20210226,20210302,KOSDAQ,4.2,13.17,9.22,15.97,38.01
배당결정,098120,20210226,20210302,KOSDAQ,7.1,-10.98,-7.35,-3.38,3.53
배당결정,091580,20210226,20210302,KOSDAQ,58.6,-11.79,-6.24,-9.01,-1.72
배당결정,090470,20210226,20210302,KOSDAQ,5.4,-8.06,-6.74,-6.09,-0.82
배당결정,089030,20210226,20210302,KOSDAQ,77.5,-13.12,-7.57,-5.79,19.76
배당결정,080470,20210226,20210302,KOSDAQ,26.2,5.91,10.79,13.17,9.36
배당결정,079960,20210226,20210302,KOSDAQ,18.1,-9.33,-3.08,-5.53,4.25
배당결정,072470,20210226,20210302,KOSDAQ,4.9,-4.42,-1.3,-2.4,5.13
배당결정,067170,20210226,20210302,KOSDAQ,94.1,-6.19,-2.88,-4.72,3.0
배당결정,065690,20210226,20210302,KOSDAQ,8.2,-2.69,1.28,2.15,12.86
배당결정,053300,20210226,20210302,KOSDAQ,226.7,-4.9,-4.9,-3.48,2.66
배당결정,100700,20210226,20210302,KOSDAQ,769.1,-20.87,-19.97,-28.08,-8.07
배당결정,170900,20210226,20210302,KOSPI,44.4,-2.72,-0.2,-0.2,4.12
배당결정,005710,20210226,20210302,KOSDAQ,1.6,2.41,5.81,20.4,34.82
배당결정,002460,20210226,20210302,KOSPI,5.5,-4.22,0.56,3.6,16.21
배당결정,002620,20210226,20210302,KOSPI,4.2,-6.79,-3.59,-4.39,27.96
배당결정,002100,20210226,20210302,KOSPI,73.9,-0.48,2.12,2.12,11.42
배당결정,002030,20210226,20210302,KOSPI,15.7,-4.44,-1.53,19.4,43.13
자사주직접,078140,20210226,20210302,KOSDAQ,6.3,-1.79,2.19,4.5,16.57
자사주직접,151860,20210226,20210302,KOSDAQ,96.9,-13.01,-11.38,-10.78,7.34
배당결정,001390,20210226,20210302,KOSPI,103.8,-12.38,-10.12,-5.6,6.75
배당결정,002870,20210226,20210302,KOSPI,335.5,-3.52,9.38,35.33,25.58
배당결정,000880,20210226,20210302,KOSPI,175.4,-5.85,-2.2,2.6,5.26
배당결정,155660,20210226,20210302,KOSPI,20.2,-5.44,-2.33,1.52,39.98
배당결정,000020,20210226,20210302,KOSPI,38.1,-0.68,-1.02,-4.75,8.47
무상증자,067630,20210226,20210302,KOSDAQ,437.6,17.59,30.06,29.01,20.51
무상증자,028300,20210226,20210302,KOSDAQ,2113.1,7.61,13.56,12.85,-2.16
무상증자,032560,20210226,20210302,KOSPI,30.2,-3.88,-2.28,3.3,18.74
자사주신탁,092460,20210226,20210302,KOSDAQ,2.5,2.13,3.93,11.47,9.66
자사주신탁,059120,20210226,20210302,KOSDAQ,17.3,-6.24,1.22,-5.58,-1.58
