b,ticker,entry,market,amt20,reprt,r5,r10,r20,r40
+50%↑,189980,20190516,KOSDAQ,0.3,11013,-1.42,-5.42,-2.92,10.46
+50%↑,025000,20190516,KOSPI,2.2,11013,-7.4,-7.05,-3.25,-2.22
-0~50,025820,20190516,KOSPI,123.9,11013,0.8,0.09,0.56,-6.28
-0~50,130660,20190516,KOSPI,1.4,11013,-4.11,-5.23,-3.41,-3.27
적자지속,049800,20190516,KOSPI,1.3,11013,-4.39,-11.2,-6.96,-20.58
-0~50,053450,20190516,KOSDAQ,4.5,11013,-8.15,-11.91,9.24,-6.9
-0~50,120030,20190516,KOSPI,1.4,11013,-1.91,-2.4,6.65,0.41
적자전환,006910,20190516,KOSDAQ,7.7,11013,-2.36,-8.1,2.49,-5.45
+50%↑,036560,20190516,KOSDAQ,4.0,11013,-8.48,-6.38,-7.18,-17.28
-0~50,027410,20190516,KOSPI,50.8,11013,-0.48,-6.88,-2.7,-10.14
-0~50,005960,20190516,KOSPI,4.2,11013,-1.92,-4.26,9.29,36.75
-50%↓,003350,20190516,KOSPI,7.7,11013,-11.09,-14.84,-10.79,-15.29
-0~50,021080,20190516,KOSDAQ,22.6,11013,-15.34,-16.77,-11.27,-19.01
-0~50,003080,20190516,KOSPI,0.4,11013,-1.28,-0.68,2.64,1.64
-50%↓,016800,20190516,KOSPI,1.3,11013,-8.54,-9.24,-10.62,-14.37
흑자전환,039420,20190516,KOSDAQ,7.4,11013,-9.12,-10.12,0.18,-7.13
-50%↓,039030,20190516,KOSDAQ,44.9,11013,-8.14,-7.99,-7.22,-6.29
+50%↑,020710,20190516,KOSDAQ,2.3,11013,-0.2,-2.76,2.35,-6.58
적자지속,105550,20190516,KOSDAQ,0.4,11013,-11.14,-11.5,3.71,31.61
+50%↑,126640,20190516,KOSDAQ,1.1,11013,-6.16,-9.14,-5.31,-3.18
-0~50,264900,20190516,KOSPI,2.2,11013,-3.56,-5.64,-3.26,-7.12
적자지속,185490,20190516,KOSDAQ,8.0,11013,-2.21,-14.25,-8.41,-27.39
-0~50,053050,20190516,KOSDAQ,2.8,11013,-4.91,-5.84,-2.41,-4.28
+50%↑,044960,20190516,KOSDAQ,123.6,11013,7.79,1.94,48.31,28.75
-0~50,008420,20190516,KOSPI,5.9,11013,-3.18,-5.35,10.01,0.99
적자전환,032350,20190516,KOSPI,21.0,11013,-3.88,-4.28,6.12,-5.48
적자지속,041590,20190516,KOSDAQ,2.7,11013,-4.91,1.66,8.53,-8.35
-50%↓,127710,20190516,KOSDAQ,2.4,11013,-4.1,-18.99,-15.77,-13.55
-50%↓,004100,20190516,KOSPI,2.1,11013,-4.98,-2.45,3.04,-4.13
적자지속,043650,20190516,KOSDAQ,2.3,11013,-4.34,-6.58,-0.33,-5.07
적자지속,101140,20190516,KOSPI,16.5,11013,-14.21,-17.74,-22.29,-16.94
-0~50,037760,20190516,KOSDAQ,2.6,11013,-0.44,-6.96,-1.74,-9.57
-0~50,042000,20190516,KOSDAQ,73.3,11013,-10.71,-2.3,-1.0,-1.33
적자지속,048430,20190516,KOSDAQ,1.7,11013,-7.23,-9.36,-3.94,-6.24
+0~50,120110,20190516,KOSPI,68.4,11013,-7.68,-14.47,-12.69,-13.11
흑자전환,031510,20190516,KOSDAQ,6.7,11013,-9.06,-6.92,-2.3,-15.81
+0~50,023530,20190516,KOSPI,138.3,11013,-3.99,-5.2,-3.39,-11.83
-0~50,009320,20190516,KOSPI,11.8,11013,-11.22,-9.95,-6.58,-7.42
-50%↓,114810,20190516,KOSDAQ,4.0,11013,-14.43,-16.23,-16.95,-18.49
흑자전환,256940,20190516,KOSDAQ,1.8,11013,-5.86,-3.48,6.45,-12.6
적자전환,019990,20190516,KOSDAQ,2.3,11013,-9.66,-10.71,-5.22,0.97
-50%↓,214390,20190516,KOSPI,4.2,11013,-6.06,-6.55,-1.68,-6.85
적자지속,105840,20190516,KOSPI,10.0,11013,-2.06,0.23,8.49,-2.06
+0~50,030200,20190516,KOSPI,208.0,11013,-2.55,1.97,1.61,1.24
+50%↑,052690,20190516,KOSPI,19.2,11013,-4.76,-7.5,3.91,-12.07
-0~50,214430,20190516,KOSDAQ,15.4,11013,-4.9,-11.18,-2.58,2.77
+0~50,037710,20190516,KOSPI,0.8,11013,-0.4,-6.66,-2.49,-11.36
적자전환,067730,20190516,KOSDAQ,32.0,11013,-11.41,-15.5,-8.34,-12.72
+0~50,004450,20190516,KOSPI,0.2,11013,-0.74,-0.85,-0.85,-1.4
-50%↓,066620,20190516,KOSDAQ,2.2,11013,2.69,1.64,9.98,3.38
-0~50,096240,20190516,KOSDAQ,13.9,11013,-0.44,-2.41,4.98,-7.58
+50%↑,008730,20190516,KOSPI,5.0,11013,-4.83,-5.19,-0.45,-5.56
흑자전환,014940,20190516,KOSDAQ,11.3,11013,-5.59,-10.69,-4.78,7.29
-0~50,123420,20190516,KOSDAQ,22.1,11013,-8.61,-12.7,-7.93,-8.83
-50%↓,086390,20190516,KOSDAQ,61.4,11013,-8.57,-8.92,-16.45,-13.22
적자지속,109610,20190516,KOSDAQ,3.2,11013,-10.18,-5.37,-0.49,-4.09
적자전환,000080,20190516,KOSPI,92.0,11013,-1.9,-5.44,2.59,3.78
-0~50,260660,20190516,KOSDAQ,3.0,11013,-13.27,-12.39,-3.22,-14.22
적자전환,191410,20190516,KOSDAQ,1.5,11013,-7.66,-15.08,-12.33,-11.64
적자전환,063440,20190516,KOSDAQ,188.6,11013,-12.48,-13.23,-9.48,-15.73
적자전환,000700,20190516,KOSPI,5.0,11013,-8.45,-10.16,-9.25,-20.61
적자지속,226400,20190516,KOSDAQ,0.6,11013,-11.26,-13.02,-6.47,-20.97
+0~50,014680,20190516,KOSPI,34.2,11013,-1.39,-3.74,-7.03,-5.15
적자지속,078000,20190516,KOSPI,11.5,11013,-6.81,-6.53,4.77,-2.86
적자지속,014910,20190516,KOSPI,6.6,11013,-6.16,-7.23,-1.54,-13.64
+50%↑,052860,20190516,KOSDAQ,14.1,11013,-3.22,4.38,8.45,16.41
적자전환,131290,20190516,KOSDAQ,7.0,11013,1.46,-7.93,-11.43,-10.98
흑자전환,159580,20190516,KOSDAQ,8.3,11013,33.95,17.38,36.23,47.09
+0~50,030720,20190516,KOSPI,56.7,11013,-2.97,-5.8,2.01,-7.61
흑자전환,069410,20190516,KOSDAQ,13.1,11013,-12.04,-9.18,-0.6,-14.32
+50%↑,252500,20190516,KOSDAQ,14.4,11013,-11.67,9.18,16.18,-1.83
-50%↓,069080,20190516,KOSDAQ,32.4,11013,-11.28,-8.97,-8.11,2.59
+0~50,005990,20190516,KOSDAQ,1.2,11013,3.9,1.21,3.9,-1.48
+0~50,123570,20190516,KOSDAQ,30.6,11013,-12.91,-21.83,-0.2,-8.58
-50%↓,011560,20190516,KOSDAQ,11.5,11013,-3.83,-2.65,-1.67,-7.26
적자전환,214270,20190516,KOSDAQ,29.1,11013,-11.76,-15.27,24.03,1.23
적자지속,131090,20190516,KOSDAQ,28.4,11013,-6.59,-12.16,-2.57,5.38
-50%↓,000430,20190516,KOSPI,4.7,11013,-7.91,-6.2,-2.57,-9.62
적자지속,082660,20190516,KOSDAQ,35.1,11013,-8.57,-18.35,-5.45,-13.17
+50%↑,014970,20190516,KOSDAQ,4.2,11013,-4.16,-5.87,-0.73,34.64
적자지속,000670,20190516,KOSPI,7.1,11013,-0.2,-1.88,0.78,-1.32
+0~50,166090,20190516,KOSDAQ,35.6,11013,-9.11,-6.26,-8.47,-8.16
적자지속,099440,20190516,KOSDAQ,15.2,11013,-3.22,2.42,3.68,-4.29
적자전환,095910,20190516,KOSDAQ,10.4,11013,-3.76,-16.56,-10.82,-14.97
흑자전환,006880,20190516,KOSPI,9.8,11013,-7.58,-7.96,-6.7,12.97
-0~50,004780,20190516,KOSDAQ,6.0,11013,-4.56,-9.09,-4.38,-6.19
흑자전환,009180,20190516,KOSPI,2.8,11013,-6.13,-5.77,-0.47,-0.83
-0~50,001540,20190516,KOSDAQ,5.6,11013,-9.4,-12.31,-5.65,-13.56
적자전환,096630,20190516,KOSDAQ,10.1,11013,-9.93,-10.2,-1.18,-11.26
+50%↑,001260,20190516,KOSPI,2.6,11013,-4.13,-8.77,7.26,8.95
적자전환,225590,20190516,KOSDAQ,6.9,11013,-14.1,-8.42,-4.95,-4.32
-50%↓,023160,20190516,KOSDAQ,13.3,11013,-7.09,-10.27,-8.0,-8.45
-0~50,000210,20190516,KOSPI,90.3,11013,1.48,2.46,16.19,4.91
-0~50,000220,20190516,KOSPI,2.4,11013,-5.72,-7.79,-1.18,-9.44
+50%↑,063160,20190516,KOSPI,8.6,11013,-6.48,-8.19,23.25,4.5
흑자전환,017370,20190516,KOSPI,0.9,11013,-6.89,-7.53,-10.07,-7.53
-50%↓,088390,20190516,KOSDAQ,0.6,11013,-3.59,-3.59,-4.16,-10.21
적자지속,091440,20190516,KOSDAQ,2.3,11013,4.21,1.2,18.09,6.71
+0~50,215360,20190516,KOSDAQ,20.5,11013,-11.52,-5.65,-7.3,-11.71
-0~50,048870,20190516,KOSDAQ,3.5,11013,-6.83,-12.18,-7.53,-20.32
-50%↓,005010,20190516,KOSPI,2.7,11013,-5.36,-6.61,-1.59,0.11
적자지속,054930,20190516,KOSDAQ,5.3,11013,-6.16,-16.8,3.2,-6.59
적자지속,217730,20190516,KOSDAQ,49.0,11013,-4.26,1.32,-11.55,-29.99
+0~50,282330,20190516,KOSPI,48.7,11013,-0.18,-7.89,0.07,-3.91
+50%↑,001230,20190516,KOSPI,20.6,11013,-7.26,-6.1,-3.16,6.99
적자지속,033790,20190516,KOSDAQ,1.1,11013,-1.82,-19.9,-36.94,-50.02
흑자전환,041910,20190516,KOSDAQ,3.1,11013,-8.36,-9.64,-4.74,-20.83
+50%↑,003780,20190516,KOSPI,4.4,11013,-1.33,-2.2,7.43,7.14
+0~50,001630,20190516,KOSPI,11.4,11013,14.46,17.11,34.04,17.11
+0~50,011760,20190516,KOSPI,16.2,11013,-4.23,-6.46,4.7,-1.33
적자전환,052300,20190516,KOSDAQ,1.8,11013,-10.59,-6.86,-8.73,-15.97
-50%↓,010470,20190516,KOSDAQ,3.2,11013,-10.77,-10.77,-8.62,-7.73
+50%↑,077500,20190516,KOSPI,16.4,11013,-8.52,-9.77,-0.19,-6.44
+0~50,018260,20190516,KOSPI,177.9,11013,-0.14,2.06,3.52,4.25
-50%↓,109080,20190516,KOSDAQ,4.0,11013,-5.14,-3.92,4.89,-2.97
-0~50,131220,20190516,KOSDAQ,10.6,11013,-5.4,-8.52,-3.01,-1.36
+0~50,192250,20190516,KOSDAQ,257.1,11013,-11.07,-8.72,-3.42,-9.6
적자지속,144510,20190516,KOSDAQ,15.5,11013,-2.65,-2.11,-2.78,-16.25
적자전환,065060,20190516,KOSDAQ,12.0,11013,-12.07,-14.11,-5.94,-11.73
적자지속,123330,20190516,KOSDAQ,15.8,11013,-6.94,-14.61,-11.56,-25.11
+0~50,243070,20190516,KOSDAQ,20.3,11013,-11.4,-13.8,-10.61,-10.77
+0~50,039130,20190516,KOSPI,188.1,11013,-8.08,-11.32,-14.25,-29.5
+0~50,004250,20190516,KOSPI,1.5,11013,-9.89,-10.01,-7.65,-3.05
+0~50,000590,20190516,KOSPI,0.3,11013,-0.37,1.26,2.56,0.45
적자지속,049480,20190516,KOSDAQ,31.3,11013,-7.52,-11.58,35.65,12.59
-50%↓,000100,20190516,KOSPI,77.1,11013,5.17,5.38,5.17,-0.26
적자전환,219130,20190516,KOSDAQ,1.7,11013,-6.59,-9.99,-4.25,32.56
+0~50,051390,20190516,KOSDAQ,3.6,11013,-7.87,-8.59,-3.53,-11.24
흑자전환,016450,20190516,KOSPI,4.4,11013,-11.94,-13.82,-11.42,-15.5
+0~50,054950,20190516,KOSDAQ,2.4,11013,-5.11,1.78,4.66,-4.48
적자지속,000180,20190516,KOSPI,1.9,11013,-5.37,-9.31,-3.4,-4.63
+0~50,181710,20190516,KOSPI,96.9,11013,-4.69,-6.87,1.05,-16.19
적자지속,067630,20190516,KOSDAQ,38.0,11013,-1.49,-3.77,-10.89,-53.63
+0~50,192080,20190516,KOSPI,138.1,11013,-5.88,-9.36,-15.8,-19.01
+0~50,272290,20190516,KOSDAQ,50.3,11013,-15.05,-0.48,-1.79,4.65
흑자전환,090150,20190516,KOSDAQ,7.9,11013,-5.95,-9.92,-26.17,-25.91
+0~50,208710,20190516,KOSDAQ,10.5,11013,-3.48,-10.4,5.04,-4.41
적자지속,087600,20190516,KOSDAQ,2.5,11013,-6.23,-17.02,-15.72,-14.43
-0~50,187220,20190516,KOSDAQ,19.9,11013,-9.18,-6.07,12.15,-11.4
-50%↓,025860,20190516,KOSPI,25.0,11013,-5.33,-9.8,-0.68,-4.4
-0~50,114450,20190516,KOSDAQ,1.6,11013,-5.78,-12.75,-3.75,17.07
흑자전환,025980,20190516,KOSDAQ,374.6,11013,-5.26,-3.21,8.05,-4.58
-0~50,090850,20190516,KOSDAQ,3.3,11013,-8.58,-10.19,-12.23,-9.33
-50%↓,051910,20190516,KOSPI,792.2,11013,-5.87,-5.73,-0.81,-0.81
+50%↑,024090,20190516,KOSPI,1.4,11013,2.94,-2.41,2.11,-3.24
적자지속,263800,20190516,KOSDAQ,39.6,11013,-0.18,-13.96,5.45,18.81
-0~50,258610,20190516,KOSDAQ,0.6,11013,-7.61,-13.86,-6.85,24.77
적자지속,190510,20190516,KOSDAQ,2.4,11013,-1.47,1.25,49.29,27.01
+50%↑,096530,20190516,KOSDAQ,12.5,11013,10.3,16.24,13.17,6.61
적자전환,207940,20190516,KOSPI,538.3,11013,-2.83,-7.88,1.74,-2.01
+50%↑,271980,20190516,KOSPI,8.2,11013,-15.67,-17.45,-4.62,-17.81
-0~50,122450,20190516,KOSDAQ,4.7,11013,-7.84,-14.58,-9.13,-16.4
-50%↓,043370,20190516,KOSDAQ,12.9,11013,-10.92,-12.4,-5.41,-3.19
적자지속,011000,20190516,KOSPI,7.4,11013,-2.02,-8.78,1.18,-8.06
+0~50,006040,20190516,KOSPI,0.6,11013,-7.62,-10.2,-9.47,-12.78
-0~50,004360,20190516,KOSPI,4.7,11013,-3.0,-3.0,2.46,-0.45
흑자전환,089850,20190516,KOSDAQ,1.6,11013,1.38,-4.9,13.63,8.41
-0~50,002960,20190516,KOSPI,4.7,11013,5.66,-1.65,2.24,-0.71
적자전환,092040,20190516,KOSDAQ,22.0,11013,-1.77,-5.52,-2.84,-16.77
+50%↑,009160,20190516,KOSPI,2.2,11013,1.42,15.92,23.54,8.67
적자지속,220100,20190516,KOSDAQ,7.9,11013,-11.48,-14.15,-1.48,-3.48
+50%↑,099320,20190516,KOSDAQ,23.6,11013,-7.39,-7.86,-6.93,-3.21
+50%↑,088800,20190516,KOSDAQ,213.7,11013,2.08,16.02,16.02,13.35
+50%↑,014160,20190516,KOSPI,40.1,11013,-2.18,-3.68,-0.31,-10.42
+50%↑,222980,20190516,KOSDAQ,2.4,11013,-5.2,-10.22,-5.2,-2.39
적자지속,124500,20190516,KOSDAQ,8.7,11013,-6.37,-8.0,0.35,-3.62
적자전환,002140,20190516,KOSPI,17.2,11013,-9.86,-8.19,29.6,33.98
적자지속,159910,20190516,KOSDAQ,41.9,11013,-8.5,-1.14,0.96,-11.0
-0~50,002600,20190516,KOSPI,0.3,11013,-4.96,-6.32,-3.34,-12.53
적자지속,168330,20190516,KOSDAQ,34.3,11013,-9.51,-16.11,-16.65,-29.05
적자전환,011070,20190516,KOSPI,212.0,11013,-13.74,-17.15,-12.4,-3.07
+0~50,021320,20190516,KOSDAQ,3.4,11013,-3.75,-2.47,2.07,-1.2
적자지속,193250,20190516,KOSDAQ,35.8,11013,-9.95,-10.39,0.45,-12.38
적자지속,183190,20190516,KOSPI,11.8,11013,-7.13,-8.36,-1.9,-5.49
+50%↑,002240,20190516,KOSPI,1.5,11013,-2.62,-7.32,3.93,2.91
+50%↑,067160,20190516,KOSDAQ,99.2,11013,-1.26,-7.31,-5.0,-7.88
-50%↓,004800,20190516,KOSPI,65.9,11013,-7.84,-6.59,-5.47,-9.33
-0~50,003550,20190516,KOSPI,146.1,11013,-0.66,2.29,7.22,3.56
-50%↓,003960,20190516,KOSPI,3.4,11013,-13.49,-13.49,-7.55,-17.22
-0~50,136490,20190516,KOSPI,19.0,11013,-0.88,-2.52,-2.93,-12.77
적자지속,117670,20190516,KOSDAQ,57.3,11013,-9.7,-14.64,-16.96,-26.26
+50%↑,025540,20190516,KOSPI,15.2,11013,8.2,7.86,16.43,9.04
흑자전환,170790,20190516,KOSDAQ,0.5,11013,17.41,18.89,34.26,20.0
적자전환,018000,20190516,KOSDAQ,6.5,11013,-0.29,-2.28,5.19,-5.26
적자지속,083500,20190516,KOSDAQ,6.5,11013,-9.84,-17.25,-16.94,14.92
+0~50,001460,20190516,KOSPI,4.8,11013,-4.03,-5.65,-6.26,-7.07
-50%↓,265560,20190516,KOSDAQ,1.0,11013,-12.95,-16.71,-11.02,-9.28
-0~50,122990,20190516,KOSDAQ,111.5,11013,3.97,3.97,14.06,0.11
적자전환,002700,20190516,KOSPI,94.4,11013,29.1,14.54,5.15,-4.94
적자지속,044490,20190516,KOSDAQ,7.5,11013,0.93,3.98,11.63,10.54
+0~50,001000,20190516,KOSDAQ,11.9,11013,-6.57,-7.65,-5.71,-10.66
+50%↑,170900,20190516,KOSPI,18.4,11013,-0.27,-0.27,5.75,-2.31
+0~50,120240,20190516,KOSDAQ,5.0,11013,-1.86,0.78,6.82,9.09
+50%↑,171010,20190516,KOSDAQ,0.7,11013,-3.8,-4.53,-3.8,42.6
-0~50,093050,20190516,KOSPI,14.4,11013,-6.56,-10.14,-7.2,3.33
+0~50,104830,20190516,KOSDAQ,21.7,11013,-2.69,-3.14,-7.44,0.7
+50%↑,115160,20190516,KOSDAQ,4.1,11013,-16.13,-18.51,18.11,-12.24
+50%↑,206650,20190516,KOSDAQ,49.8,11013,-7.55,-8.28,-14.82,-14.94
+50%↑,149950,20190516,KOSDAQ,20.4,11013,-5.93,-6.88,3.76,13.31
적자전환,177350,20190516,KOSDAQ,8.7,11013,-9.26,-11.43,-4.99,-6.25
적자전환,122870,20190516,KOSDAQ,79.0,11013,-4.39,-14.23,-16.51,-19.37
적자지속,141080,20190516,KOSDAQ,27.3,11013,-6.12,-5.37,-7.43,-0.13
-0~50,115480,20190516,KOSDAQ,3.7,11013,-10.75,-8.26,-2.98,-9.03
+50%↑,043610,20190516,KOSDAQ,7.2,11013,-9.01,-12.32,-9.24,-8.79
-0~50,011700,20190516,KOSPI,1.9,11013,-5.17,-7.28,-0.95,-7.75
적자지속,078520,20190516,KOSPI,27.4,11013,-15.57,-9.62,-0.25,-2.81
적자지속,010140,20190516,KOSPI,375.1,11013,-3.02,-4.91,0.52,-2.13
적자지속,063080,20190516,KOSDAQ,4.6,11013,-5.31,-5.54,-9.15,-13.2
흑자전환,066130,20190516,KOSDAQ,62.7,11013,-8.59,-9.8,-8.05,-11.27
흑자전환,006050,20190516,KOSDAQ,5.0,11013,-0.75,-8.44,-0.01,-9.54
-0~50,008600,20190516,KOSPI,8.5,11013,-9.79,-11.67,-8.29,-13.54
적자전환,014990,20190516,KOSPI,8.8,11013,13.91,14.39,34.1,73.03
-0~50,011040,20190516,KOSDAQ,1.6,11013,-12.32,-12.51,-11.73,-14.48
흑자전환,013310,20190516,KOSDAQ,6.0,11013,-2.26,1.21,7.34,4.65
적자지속,083640,20190516,KOSDAQ,44.1,11013,29.11,28.7,12.24,-6.31
-0~50,046890,20190516,KOSDAQ,126.4,11013,-1.58,5.04,6.15,-1.31
+0~50,086450,20190516,KOSDAQ,1.5,11013,-3.37,-1.13,-1.64,22.23
+0~50,009780,20190516,KOSDAQ,1.5,11013,-0.89,-1.19,-1.48,-4.12
흑자전환,064290,20190516,KOSDAQ,4.2,11013,-2.48,3.53,1.69,-4.15
적자전환,222080,20190516,KOSDAQ,7.5,11013,-6.54,-7.23,4.5,18.75
흑자전환,140670,20190516,KOSDAQ,12.7,11013,-13.57,-10.58,-5.88,-20.66
-50%↓,011090,20190516,KOSPI,14.5,11013,-5.36,-10.88,-6.4,-14.33
+0~50,052600,20190516,KOSDAQ,109.3,11013,-6.89,-5.21,4.56,-0.79
적자지속,033170,20190516,KOSDAQ,169.9,11013,-10.77,-14.45,-8.94,-21.44
적자지속,100090,20190516,KOSPI,7.6,11013,-5.25,-4.73,0.8,-3.68
적자전환,019660,20190516,KOSDAQ,3.9,11013,-5.1,-6.74,-9.86,7.73
+0~50,115500,20190516,KOSDAQ,10.6,11013,-1.37,-6.97,-1.94,-7.82
-50%↓,014580,20190516,KOSPI,15.4,11013,-6.46,-8.6,79.42,31.96
+50%↑,006110,20190516,KOSPI,1.9,11013,6.51,20.61,10.14,2.45
+0~50,009290,20190516,KOSPI,23.5,11013,-2.41,-0.39,4.08,4.51
+0~50,002800,20190516,KOSDAQ,8.8,11013,-3.65,-7.71,-0.53,-8.26
적자지속,050090,20190516,KOSDAQ,19.1,11013,18.69,6.02,15.35,2.42
-50%↓,004560,20190516,KOSPI,3.3,11013,-6.09,-10.48,-8.18,-7.03
+50%↑,248170,20190516,KOSPI,59.8,11013,-5.65,-9.88,-4.09,-4.87
-0~50,064800,20190516,KOSDAQ,10.3,11013,-13.16,-16.54,-11.6,-20.71
+0~50,079940,20190516,KOSDAQ,15.8,11013,-7.29,-12.21,-2.16,-6.53
+0~50,229640,20190516,KOSPI,5.5,11013,-5.27,1.64,10.53,13.77
+0~50,253450,20190516,KOSDAQ,132.3,11013,-14.43,-12.99,-15.26,-18.36
-0~50,003380,20190516,KOSDAQ,25.0,11013,-9.49,-7.85,-8.26,-9.49
-50%↓,265520,20190516,KOSDAQ,61.4,11013,-7.91,-2.95,3.66,3.45
-50%↓,006120,20190516,KOSPI,22.6,11013,-9.66,-11.81,-9.48,-1.4
적자전환,001360,20190516,KOSPI,49.4,11013,-8.35,-10.28,-4.86,-16.05
+50%↑,091340,20190516,KOSDAQ,1.4,11013,-2.55,0.18,22.31,16.86
적자지속,005850,20190516,KOSPI,18.3,11013,-5.99,-3.65,-0.45,-7.06
+50%↑,001380,20190516,KOSPI,10.6,11013,-8.4,-10.45,7.58,-4.76
+0~50,003000,20190516,KOSPI,43.6,11013,-4.63,-2.93,13.74,-7.72
+0~50,005500,20190516,KOSPI,17.5,11013,-8.19,-12.41,-6.08,-18.88
적자지속,140410,20190516,KOSDAQ,186.9,11013,-9.06,-15.15,-4.15,-26.48
+0~50,016920,20190516,KOSDAQ,3.3,11013,0.65,-3.91,5.81,3.99
-50%↓,085660,20190516,KOSDAQ,88.2,11013,-14.12,-12.78,-11.43,-19.23
흑자전환,013870,20190516,KOSPI,16.7,11013,-3.32,-1.02,-2.64,-16.33
적자지속,224060,20190516,KOSDAQ,12.4,11013,-4.06,-7.77,-0.91,-10.93
-50%↓,155650,20190516,KOSDAQ,32.4,11013,-18.25,-12.56,-11.39,-17.38
+50%↑,104480,20190516,KOSDAQ,151.5,11013,1.93,3.82,23.75,6.05
적자지속,025870,20190516,KOSDAQ,27.9,11013,-0.14,-9.23,5.43,-5.89
-0~50,058860,20190516,KOSPI,1.9,11013,-4.16,-7.33,-4.75,-8.72
-0~50,130580,20190516,KOSDAQ,2.3,11013,-5.88,-6.12,-4.93,-1.24
+0~50,051500,20190516,KOSDAQ,12.5,11013,-5.61,-10.36,-11.84,3.74
흑자전환,082850,20190516,KOSDAQ,6.4,11013,-9.75,-5.42,-3.84,-7.78
-0~50,005800,20190516,KOSPI,0.3,11013,-0.35,-1.18,-1.18,-2.83
적자전환,065150,20190516,KOSDAQ,0.0,11013,-1.48,-1.48,-1.48,-1.48
+50%↑,035760,20190516,KOSDAQ,124.4,11013,-5.09,-5.91,-6.93,-10.11
-0~50,004970,20190516,KOSPI,1.8,11013,-2.22,-5.33,-1.53,-6.37
적자지속,015020,20190516,KOSPI,0.9,11013,-2.2,-6.28,-1.03,-4.39
-50%↓,053160,20190516,KOSDAQ,2.2,11013,2.02,-3.55,1.07,-3.39
+0~50,025530,20190516,KOSPI,0.3,11013,-0.26,-0.72,0.82,-1.33
+0~50,094280,20190516,KOSPI,4.2,11013,-4.01,-4.95,-2.12,-6.84
-0~50,024800,20190516,KOSDAQ,4.1,11013,-10.15,-11.23,1.31,-7.83
-50%↓,138070,20190516,KOSDAQ,0.5,11013,-6.64,-8.78,-10.92,-11.36
적자지속,142760,20190516,KOSDAQ,22.2,11013,-4.39,-5.27,-3.07,-24.57
흑자전환,051780,20190516,KOSDAQ,11.0,11013,-13.8,-16.92,8.64,-8.46
-0~50,035420,20190516,KOSPI,733.9,11013,-6.6,-7.43,-7.85,-3.28
+0~50,093320,20190516,KOSDAQ,29.7,11013,8.71,10.89,16.71,8.71
+0~50,035600,20190516,KOSDAQ,26.0,11013,-16.7,-15.36,2.82,-5.59
+50%↑,032750,20190516,KOSDAQ,3.4,11013,14.42,12.64,22.02,16.74
-50%↓,064820,20190516,KOSDAQ,36.3,11013,-9.02,-5.86,-3.59,-3.59
적자지속,042600,20190516,KOSDAQ,1.3,11013,-9.24,-10.99,-2.79,-3.45
+0~50,017650,20190516,KOSDAQ,46.0,11013,-3.7,-7.36,1.94,-13.27
-0~50,012700,20190516,KOSDAQ,5.1,11013,-1.3,-5.55,-2.19,8.79
적자지속,234300,20190516,KOSDAQ,6.3,11013,-10.93,-11.63,4.21,-2.85
-0~50,017900,20190516,KOSPI,8.7,11013,-9.23,-12.6,-6.61,-15.22
적자지속,208350,20190516,KOSDAQ,87.0,11013,-13.86,-16.31,-6.5,8.53
+50%↑,016250,20190516,KOSDAQ,19.1,11013,-3.82,-10.23,-10.06,-22.37
-50%↓,240810,20190516,KOSDAQ,127.3,11013,-13.28,-11.68,-8.88,-1.88
흑자전환,206400,20190516,KOSDAQ,7.6,11013,-18.39,-17.65,-12.54,-15.95
흑자전환,143160,20190516,KOSDAQ,76.4,11013,21.89,1.18,12.36,-3.99
+50%↑,143240,20190516,KOSDAQ,5.7,11013,-5.21,-3.76,5.78,-2.31
-50%↓,033540,20190516,KOSDAQ,4.0,11013,-9.81,-10.18,-7.78,-10.18
-0~50,016710,20190516,KOSPI,1.2,11013,-2.69,-2.18,3.34,-4.07
-50%↓,001430,20190516,KOSPI,9.8,11013,-1.18,-5.36,-4.24,-2.85
-0~50,001570,20190516,KOSPI,1.3,11013,-2.06,-4.48,0.8,-1.84
-0~50,007690,20190516,KOSPI,4.0,11013,-1.82,-3.41,-2.67,-0.01
흑자전환,119650,20190516,KOSPI,199.8,11013,-13.07,-13.85,-4.64,-17.61
-0~50,096760,20190516,KOSPI,7.8,11013,-3.46,-6.89,-0.5,-9.24
-50%↓,241770,20190516,KOSDAQ,13.3,11013,-16.47,-15.19,-9.78,-7.55
적자전환,196490,20190516,KOSDAQ,24.5,11013,-10.63,3.61,14.1,0.98
-0~50,093370,20190516,KOSPI,46.8,11013,-6.86,-8.0,-3.24,8.74
+50%↑,014440,20190516,KOSPI,0.9,11013,-2.91,-4.53,-2.3,-5.76
-0~50,180640,20190516,KOSPI,1420.1,11013,5.1,1.29,-8.6,-31.01
+0~50,009970,20190516,KOSPI,2.1,11013,-1.8,-8.87,-3.33,-17.95
-0~50,014790,20190516,KOSPI,4.0,11013,-7.44,-8.22,0.38,-7.96
-0~50,042370,20190516,KOSDAQ,6.0,11013,-8.16,-6.32,-4.99,-12.33
-0~50,137400,20190516,KOSDAQ,8.3,11013,-6.49,-12.71,-12.36,-18.15
+50%↑,009240,20190516,KOSPI,161.2,11013,2.22,-9.66,-16.78,-22.55
흑자전환,009440,20190516,KOSPI,11.8,11013,-15.24,-18.79,-15.88,-25.97
