종목코드,회사명,시장구분,상장일
045300,성우테크론,코스닥,2001-12-18
056700,신화인터텍,코스닥,2001-12-13
054940,엑사이엔씨,코스닥,2001-12-13
043370,피에이치에이,코스닥,2001-12-13
063160,종근당바이오,유가,2001-12-11
054620,APS,코스닥,2001-12-04
056360,코위버,코스닥,2001-12-04
043260,성호전자,코스닥,2001-11-29
051390,YW,코스닥,2001-11-15
054540,삼영엠텍,코스닥,2001-11-15
053350,이니텍,코스닥,2001-11-15
056080,유진로봇,코스닥,2001-11-13
044490,태웅,코스닥,2001-11-08
053950,경남제약,코스닥,2001-11-06
053700,삼보모터스,코스닥,2001-11-06
054920,한컴위드,코스닥,2001-11-01
041960,코미팜,코스닥,2001-10-30
053160,프리엠스,코스닥,2001-10-30
052400,코나아이,코스닥,2001-10-18
054180,메디콕스,코스닥,2001-10-16
049470,비트플래닛,코스닥,2001-10-11
053050,지에스이,코스닥,2001-10-11
054800,아이디스홀딩스,코스닥,2001-09-27
047770,코데즈컴바인,코스닥,2001-09-18
053800,안랩,코스닥,2001-09-13
055550,신한지주,유가,2001-09-10
040300,YTN,코스닥,2001-09-04
058820,CMG제약,코스닥,2001-08-31
035900,JYP Ent.,코스닥,2001-08-30
021320,KCC건설,코스닥,2001-08-21
053060,세동,코스닥,2001-08-17
053610,프로텍,코스닥,2001-08-17
052790,액토즈소프트,코스닥,2001-08-14
053450,세코닉스,코스닥,2001-08-09
053030,바이넥스,코스닥,2001-08-07
052420,오성첨단소재,코스닥,2001-08-07
021240,코웨이,유가,2001-08-07
053620,태양,코스닥,2001-08-07
052300,오션인더블유,코스닥,2001-08-02
049520,유아이엘,코스닥,2001-08-02
048910,대원미디어,코스닥,2001-07-31
051980,중앙첨단소재,코스닥,2001-07-31
058650,세아홀딩스,유가,2001-07-30
051500,CJ프레시웨이,코스닥,2001-07-26
049120,파인디앤씨,코스닥,2001-07-26
043360,디지아이,코스닥,2001-07-20
052330,코텍,코스닥,2001-07-10
052600,한네트,코스닥,2001-07-10
052020,에스티큐브,코스닥,2001-07-05
043220,티에스넥스젠,코스닥,2001-07-03
051780,큐로홀딩스,코스닥,2001-06-26
033790,피노,코스닥,2001-06-26
051490,나라엠앤디,코스닥,2001-06-12
038870,에코심플렉스,코스닥,2001-05-29
045660,에이텍,코스닥,2001-05-24
045390,대아티아이,코스닥,2001-05-17
050110,캠시스,코스닥,2001-05-17
052260,현대바이오랜드,코스닥,2001-05-17
036540,SFA반도체,코스닥,2001-05-02
051900,LG생활건강,유가,2001-04-25
051910,LG화학,유가,2001-04-25
047040,대우건설,유가,2001-03-23
047050,포스코인터내셔널,유가,2001-03-23
042660,한화오션,유가,2001-02-02
038500,삼표시멘트,코스닥,2001-02-01
051630,진양화학,유가,2001-01-29
024850,HLB이노베이션,코스닥,2001-01-18
048550,SM C&C,코스닥,2001-01-18
049830,승일,코스닥,2001-01-18
048770,TPC로보틱스,코스닥,2001-01-16
049430,코메론,코스닥,2001-01-16
044480,빌리언스,코스닥,2001-01-11
046390,삼화네트웍스,코스닥,2001-01-11
014620,성광벤드,코스닥,2001-01-11
048430,유라테크,코스닥,2001-01-11
017480,삼현철강,코스닥,2001-01-09
049480,오픈베이스,코스닥,2001-01-09
042510,라온시큐어,코스닥,2001-01-03
036670,삼양케이씨아이,코스닥,2001-01-03
039830,오로라,코스닥,2001-01-03
036190,금화피에스시,코스닥,2000-12-26
046070,코다코,코스닥,2000-12-26
041830,인바디,코스닥,2000-12-14
014570,고려제약,코스닥,2000-12-07
045520,크린앤사이언스,코스닥,2000-12-05
044180,KD,코스닥,2000-11-16
044960,이글벳,코스닥,2000-11-16
032080,아즈텍WB,코스닥,2000-10-26
034020,두산에너빌리티,유가,2000-10-25
010470,오리콤,코스닥,2000-10-24
044340,위닉스,코스닥,2000-10-24
042940,상지건설,코스닥,2000-10-19
010040,한국내화,유가,2000-10-16
048830,엔피케이,코스닥,2000-10-12
000250,삼천당제약,코스닥,2000-10-04
044780,에이치케이,코스닥,2000-09-07
045510,정원엔시스,코스닥,2000-09-07
045100,한양이엔지,코스닥,2000-08-31
040160,누리플렉스,코스닥,2000-08-29
043340,에쎈테크,코스닥,2000-08-29
043650,국순당,코스닥,2000-08-24
037950,엘컴텍,코스닥,2000-08-24
039030,이오테크닉스,코스닥,2000-08-24
038540,상상인,코스닥,2000-08-18
018680,서울제약,코스닥,2000-08-18
046210,HLB파나진,코스닥,2000-08-16
039860,나노엔텍,코스닥,2000-08-16
045060,오공,코스닥,2000-08-10
043100,알파AI,코스닥,2000-08-08
042370,비츠로테크,코스닥,2000-08-03
045970,코아시아,코스닥,2000-08-03
040420,정상제이엘에스,코스닥,2000-08-01
007370,진양제약,코스닥,2000-07-27
043610,KT지니뮤직,코스닥,2000-07-20
036890,진성티이씨,코스닥,2000-07-20
039010,현대에이치티,코스닥,2000-07-20
009300,삼아제약,코스닥,2000-07-19
043200,파루,코스닥,2000-07-19
042110,에스씨디,코스닥,2000-07-13
039740,한국정보공학,코스닥,2000-07-06
039840,디오,코스닥,2000-06-29
042420,네오위즈홀딩스,코스닥,2000-06-27
039560,다산네트웍스,코스닥,2000-06-22
038460,바이오스마트,코스닥,2000-06-22
032820,우리기술,코스닥,2000-06-22
001540,안국약품,코스닥,2000-06-15
039310,세중,코스닥,2000-06-09
041190,우리기술투자,코스닥,2000-06-09
038530,케이바이오랩스,코스닥,2000-06-09
036640,HRS,코스닥,2000-05-30
031330,에스에이엠티,코스닥,2000-05-23
038620,위즈코프,코스닥,2000-05-04
039020,이건홀딩스,코스닥,2000-05-04
038950,파인디지털,코스닥,2000-05-04
036800,나이스정보통신,코스닥,2000-05-03
040610,SG&G,코스닥,2000-04-27
038880,아이에이,코스닥,2000-04-27
038680,에스넷,코스닥,2000-04-27
041510,에스엠,코스닥,2000-04-27
010280,아이티센엔텍,코스닥,2000-04-14
037760,쎄니트,코스닥,2000-04-07
036480,대성미생물,코스닥,2000-04-04
038110,에코플라스틱,코스닥,2000-03-23
032500,케이엠더블유,코스닥,2000-03-21
039610,화성밸브,코스닥,2000-03-16
039240,경남스틸,코스닥,2000-03-07
038290,마크로젠,코스닥,2000-02-22
037440,희림,코스닥,2000-02-03
038390,레드캡투어,코스닥,2000-02-01
036830,솔브레인홀딩스,코스닥,2000-01-18
036810,에프에스티,코스닥,2000-01-18
036690,코맥스,코스닥,2000-01-18
037370,EG,코스닥,2000-01-11
037370,EG,코스닥,2000-01-11
036620,감성코퍼레이션,코스닥,2000-01-11
037350,성도이엔지,코스닥,2000-01-11
038010,제일테크노스,코스닥,2000-01-11
016450,한세예스24홀딩스,유가,2000-01-06
001810,무림SP,코스닥,2000-01-04
036630,세종텔레콤,코스닥,2000-01-04
036710,심텍홀딩스,코스닥,2000-01-04
037070,파세코,코스닥,2000-01-04
036560,KZ정밀,코스닥,1999-12-28
016250,SGC E&C,코스닥,1999-12-28
035890,서희건설,코스닥,1999-12-24
036930,주성엔지니어링,코스닥,1999-12-24
036030,케이티알파,코스닥,1999-12-24
016710,대성홀딩스,유가,1999-12-22
032190,다우데이타,코스닥,1999-12-21
005290,동진쎄미켐,코스닥,1999-12-21
003100,선광,코스닥,1999-12-21
036170,에이치엠넥스,코스닥,1999-12-21
026040,제이에스티나,코스닥,1999-12-21
037230,한국팩키지,코스닥,1999-12-21
037460,삼지전자,코스닥,1999-12-16
037400,우리엔터프라이즈,코스닥,1999-12-16
003220,대원제약,유가,1999-12-15
036460,한국가스공사,유가,1999-12-15
033640,네패스,코스닥,1999-12-14
037330,인지디스플레,코스닥,1999-12-14
036090,위지트,코스닥,1999-12-10
036200,유니셈,코스닥,1999-12-10
024800,유성티엔에스,코스닥,1999-12-10
027050,코리아나,코스닥,1999-12-10
035290,골드앤에스,코스닥,1999-12-07
036120,서울평가정보,코스닥,1999-12-07
027040,서울전자통신,코스닥,1999-12-03
027830,대성창투,코스닥,1999-11-30
036000,예림당,코스닥,1999-11-30
007120,미래아이앤지,유가,1999-11-26
035760,CJ ENM,코스닥,1999-11-23
035810,이지홀딩스,코스닥,1999-11-23
035460,기산텔레콤,코스닥,1999-11-18
000850,화천기공,유가,1999-11-18
000850,화천기공,유가,1999-11-18
036580,팜스코,유가,1999-10-25
033780,케이티앤지,유가,1999-10-08
009540,HD한국조선해양,유가,1999-08-24
024090,디씨엠,유가,1999-08-18
035620,바른손이앤에이,코스닥,1999-08-13
035610,솔본,코스닥,1999-08-13
020710,시공테크,코스닥,1999-08-13
012790,신일제약,코스닥,1999-08-13
034940,조아제약,코스닥,1999-08-13
006840,AK홀딩스,유가,1999-08-11
035000,HS애드,유가,1999-08-11
006650,대한유화,유가,1999-08-11
035150,백산,유가,1999-08-11
033250,체시스,유가,1999-08-11
033230,인성정보,코스닥,1999-07-30
035080,그래디언트,코스닥,1999-07-05
005160,동국산업,코스닥,1999-06-25
005990,매일홀딩스,코스닥,1999-05-14
034810,해성산업,코스닥,1999-04-16
033240,자화전자,유가,1999-01-06
030200,케이티,유가,1998-12-23
019490,엑시큐어하이트론,유가,1998-11-04
030000,제일기획,유가,1998-03-03
025770,한국정보통신,코스닥,1998-01-20
033540,파라텍,코스닥,1997-12-26
033500,동성화인텍,코스닥,1997-12-19
026890,스틱인베스트먼트,유가,1997-11-25
029460,케이씨,유가,1997-11-25
030350,드래곤플라이,코스닥,1997-11-10
033160,엠케이전자,코스닥,1997-11-10
033310,엠투엔,코스닥,1997-11-10
033320,제이씨현시스템,코스닥,1997-11-10
009520,포스코엠텍,코스닥,1997-11-10
013810,스페코,코스닥,1997-11-03
033340,좋은사람들,코스닥,1997-11-03
024890,대원화성,유가,1997-10-28
033290,로젠,코스닥,1997-10-13
033200,모아텍,코스닥,1997-10-13
015710,코콤,코스닥,1997-09-30
017940,E1,유가,1997-08-27
018670,SK가스,유가,1997-08-27
023590,다우기술,유가,1997-08-27
014440,영보화학,유가,1997-08-27
033100,제룡전기,코스닥,1997-08-18
033050,제이엠아이,코스닥,1997-08-18
033130,디지틀조선,코스닥,1997-08-06
019210,와이지-원,코스닥,1997-08-06
026150,특수건설,코스닥,1997-08-06
031310,아이즈비전,코스닥,1997-07-25
011790,SKC,유가,1997-07-18
032960,동일기연,코스닥,1997-07-18
032680,소프트센,코스닥,1997-07-18
032940,원익,코스닥,1997-07-18
008290,원풍물산,코스닥,1997-07-18
025890,한국주강,유가,1997-07-18
032750,삼진,코스닥,1997-07-14
032860,더라미,코스닥,1997-07-04
032850,비트컴퓨터,코스닥,1997-07-04
032790,엠젠솔루션,코스닥,1997-06-26
032800,판타지오,코스닥,1997-06-26
024900,디와이덕양,유가,1997-06-23
023960,에쓰씨엔지니어링,유가,1997-06-23
023800,인지컨트롤스,유가,1997-06-23
032620,GC메디아이,코스닥,1997-05-02
032580,피델릭스,코스닥,1997-04-22
032540,TJ미디어,코스닥,1997-04-16
028080,휴맥스홀딩스,코스닥,1997-04-16
032280,삼일,코스닥,1997-03-15
012320,경동인베스트,유가,1997-03-07
012340,뉴인텍,코스닥,1997-02-12
031820,아이티센씨티에스,유가,1997-02-12
025530,에스제이엠홀딩스,유가,1997-02-12
031510,오스템,코스닥,1997-02-12
031860,디에이치엑스컴퍼니,코스닥,1997-01-07
031980,피에스케이홀딩스,코스닥,1997-01-07
000660,SK하이닉스,유가,1996-12-26
015360,INVENI,유가,1996-12-24
023150,MH에탄올,유가,1996-12-24
023450,동남합성,유가,1996-12-24
028050,삼성E&A,유가,1996-12-24
029530,신도리코,유가,1996-12-24
005320,온타이드,유가,1996-12-24
016800,퍼시스,유가,1996-12-24
011560,세보엠이씨,코스닥,1996-12-23
024740,한일단조,코스닥,1996-11-29
024070,WISCOM,유가,1996-11-22
030720,동원수산,유가,1996-11-22
025560,미래산업,유가,1996-11-22
030210,다올투자증권,유가,1996-11-19
030960,양지사,코스닥,1996-10-24
012630,HDC,유가,1996-10-16
017900,광전자,유가,1996-10-16
025540,한국단자공업,유가,1996-10-16
030530,원익홀딩스,코스닥,1996-09-24
030520,한컴,코스닥,1996-09-24
021880,메이슨캐피탈,코스닥,1996-09-02
029480,광무,코스닥,1996-08-27
021040,대호특수강,코스닥,1996-08-27
003160,디아이,유가,1996-07-31
011930,신성이엔지,유가,1996-07-31
019180,티에이치엔,유가,1996-07-31
018880,한온시스템,유가,1996-07-31
028300,HLB,코스닥,1996-07-27
027710,팜스토리,코스닥,1996-07-06
006740,블루산업개발,유가,1996-07-03
021820,세원정공,유가,1996-07-03
000910,유니온,유가,1996-07-03
020120,키다리스튜디오,유가,1996-07-03
027970,한국제지,유가,1996-07-03
020000,한섬,유가,1996-07-03
017800,현대엘리베이터,유가,1996-07-03
016580,환인제약,유가,1996-07-03
023600,삼보판지,코스닥,1996-05-29
018310,삼목에스폼,코스닥,1996-05-03
003800,에이스침대,코스닥,1996-05-03
014190,원익큐브,코스닥,1996-04-26
013580,계룡건설산업,유가,1996-01-30
021050,서원,유가,1996-01-30
012750,에스원,유가,1996-01-30
015890,태경산업,유가,1996-01-30
012700,리드코프,코스닥,1996-01-19
018000,유니슨,코스닥,1996-01-10
025980,아난티,코스닥,1996-01-06
026910,광진실업,코스닥,1996-01-03
017250,인터엠,코스닥,1996-01-03
016590,신대양제지,유가,1995-12-21
011690,와이투솔루션,유가,1995-12-21
025860,남해화학,유가,1995-11-10
018500,동원모빌리티,유가,1995-11-10
011300,우성머티리얼스,유가,1995-11-10
015750,성우하이텍,코스닥,1995-11-04
020180,대신정보통신,코스닥,1995-10-06
020180,대신정보통신,코스닥,1995-10-06
006730,서부T&D,코스닥,1995-10-06
011200,HMM,유가,1995-10-05
012610,경인양행,유가,1995-10-05
017810,풀무원,유가,1995-10-05
017390,서울도시가스,유가,1995-08-18
025820,이구산업,유가,1995-08-18
025950,동신건설,코스닥,1995-08-07
025900,동화기업,코스닥,1995-08-07
011090,에넥스,유가,1995-07-08
007460,에이프로젠,유가,1995-07-08
025620,차AI헬스케어,유가,1995-07-08
017960,한국카본,유가,1995-07-08
025870,신라에스지,코스닥,1995-07-07
025880,케이씨피드,코스닥,1995-07-07
002680,한탑,코스닥,1995-07-07
025550,한국선재,코스닥,1995-06-19
025440,DH오토웨어,코스닥,1995-05-22
025440,DH오토웨어,코스닥,1995-05-22
025320,시노펙스,코스닥,1995-04-20
024940,PN풍년,코스닥,1995-01-04
024950,삼천리자전거,코스닥,1995-01-04
014100,메디앙스,코스닥,1995-01-03
024840,KBI메탈,코스닥,1994-12-29
024910,경창산업,코스닥,1994-12-29
004780,대륙제관,코스닥,1994-12-29
013120,동원개발,코스닥,1994-12-29
024830,세원물산,코스닥,1994-12-29
024880,케이피에프,코스닥,1994-12-29
025000,KPX케미칼,유가,1994-12-27
007980,TP,유가,1994-12-27
010580,에스엠벡셀,유가,1994-12-27
024120,KB오토시스,코스닥,1994-12-07
017000,신원종합개발,코스닥,1994-12-07
024060,흥구석유,코스닥,1994-12-07
023910,대한약품,코스닥,1994-11-23
001840,이화공영,코스닥,1994-11-23
023900,풍국주정,코스닥,1994-11-23
017650,대림제지,코스닥,1994-11-07
010170,대한광통신,코스닥,1994-11-07
023790,동일스틸럭스,코스닥,1994-11-07
023770,플레이위드,코스닥,1994-11-07
023760,한국캐피탈,코스닥,1994-11-07
005860,한일사료,코스닥,1994-11-07
009440,KC그린홀딩스,유가,1994-11-05
008420,문배철강,유가,1994-11-05
016880,웅진,유가,1994-11-05
012860,모베이스전자,코스닥,1994-10-26
006050,국영지앤엠,코스닥,1994-10-07
023410,유진기업,코스닥,1994-10-07
023440,제이스코홀딩스,코스닥,1994-10-07
006910,보성파워텍,코스닥,1994-09-07
018290,브이티,코스닥,1994-09-07
023160,태광,코스닥,1994-09-07
014790,HL D&I,유가,1994-08-12
007310,오뚜기,유가,1994-08-12
007530,와이엠,코스닥,1994-08-05
010120,엘에스일렉트릭,유가,1994-07-11
001000,신라섬유,코스닥,1994-06-28
012620,원일특강,코스닥,1994-06-28
011370,서한,코스닥,1994-05-24
009190,대양금속,유가,1994-04-29
000760,이화산업,유가,1994-04-29
014820,동원시스템즈,유가,1994-03-29
018700,졸스,코스닥,1994-03-18
014470,부방,코스닥,1994-02-25
010140,삼성중공업,유가,1994-01-28
009680,모토닉,유가,1994-01-14
010690,화신,유가,1994-01-14
007720,소노스퀘어,코스닥,1994-01-06
011320,유니크,코스닥,1993-12-29
018120,진로발효,코스닥,1993-12-29
013720,청보,코스닥,1993-12-29
009620,삼보산업,코스닥,1993-12-07
005670,푸드웰,코스닥,1993-12-07
007330,푸른저축은행,코스닥,1993-12-07
006140,피제이전자,코스닥,1993-12-07
019010,베뉴지,코스닥,1993-11-05
009780,엠에스씨,코스닥,1993-10-12
000390,SP삼화,유가,1993-09-10
009450,경동나비엔,유가,1993-08-31
020400,대동금속,코스닥,1993-07-30
005710,대원산업,코스닥,1993-06-21
016600,큐캐피탈,코스닥,1993-06-21
004590,한국가구,코스닥,1993-06-03
016670,디모아,코스닥,1993-04-21
000440,중앙에너비스,코스닥,1993-03-24
012030,DB,유가,1993-01-06
005090,SGC에너지,유가,1993-01-06
014970,삼륭물산,코스닥,1992-12-29
005750,대림바스,유가,1992-12-23
011040,경동제약,코스닥,1992-12-18
008370,원풍,코스닥,1992-12-18
007390,네이처셀,코스닥,1992-11-30
002290,삼일기업공사,코스닥,1992-11-30
019540,일지테크,코스닥,1992-11-03
007770,한일화학,코스닥,1992-09-07
017890,한국알콜,코스닥,1992-08-04
003310,대주산업,코스닥,1992-08-01
019660,글로본,코스닥,1992-06-04
005880,대한해운,유가,1992-04-23
017510,세명전기,코스닥,1991-12-26
005870,휴니드테크놀러지스,유가,1991-09-03
017550,수산세보틱스,유가,1991-08-30
021080,에이티넘인베스트,코스닥,1991-07-12
011170,롯데케미칼,유가,1991-05-30
008830,대동기어,코스닥,1991-05-17
001430,세아베스틸지주,유가,1991-03-12
008770,호텔신라,유가,1991-03-12
014580,태경비케이,유가,1991-03-07
013520,화승코퍼레이션,유가,1991-02-22
004080,신흥,유가,1991-02-08
006060,화승인더스트리,유가,1991-02-04
014530,극동유화,유가,1991-01-31
002140,고려산업,유가,1991-01-14
002230,피에스텍,코스닥,1991-01-04
016090,대현,유가,1990-09-20
001620,케이비아이동국실업,유가,1990-09-15
017040,광명전기,유가,1990-09-14
011390,부산산업,유가,1990-09-14
011810,STX,유가,1990-09-12
010130,고려아연,유가,1990-07-28
009730,이렘,코스닥,1990-07-27
004720,팜젠사이언스,유가,1990-06-15
009200,무림페이퍼,유가,1990-06-09
001500,현대차증권,유가,1990-06-09
008870,금비,유가,1990-06-08
005820,원림,유가,1990-04-20
008490,서흥,유가,1990-03-27
014910,성문전자,유가,1990-03-24
003580,HLB글로벌,유가,1990-03-23
015860,일진홀딩스,유가,1990-03-22
014160,대영포장,유가,1990-03-06
012280,영화금속,유가,1990-01-25
019170,신풍제약,유가,1990-01-20
002210,동성제약,유가,1990-01-19
016920,카스,코스닥,1990-01-04
012170,아센디오,유가,1989-12-20
009420,한올바이오파마,유가,1989-12-18
013030,하이록코리아,코스닥,1989-12-15
011330,유니켐,유가,1989-12-14
012800,대창,유가,1989-12-05
013360,일성건설,유가,1989-12-02
013700,까뮤이앤씨,유가,1989-11-30
002760,보락,유가,1989-11-30
007610,선도전기,유가,1989-11-30
004920,씨아이테크,유가,1989-11-30
009290,광동제약,유가,1989-11-17
011420,갤럭시아에스엠,유가,1989-11-14
004270,남성,유가,1989-11-14
001940,KISCO홀딩스,유가,1989-11-13
009410,태영건설,유가,1989-11-13
007280,한국특강,유가,1989-11-13
009180,한솔로지스틱스,유가,1989-11-13
002170,SYTS,유가,1989-11-10
017670,SK텔레콤,유가,1989-11-07
010640,진양폴리우레탄,유가,1989-09-30
003650,미창석유공업,유가,1989-09-27
004380,삼익THK,유가,1989-09-26
002840,미원상사,유가,1989-09-25
007860,서연,유가,1989-09-09
019550,SBI인베스트먼트,코스닥,1989-09-06
013000,세우글로벌,유가,1989-09-05
012330,현대모비스,유가,1989-09-05
001390,KG케미칼,유가,1989-08-25
009320,아진전자부품,유가,1989-08-25
001450,현대해상,유가,1989-08-25
005440,현대지에프홀딩스,유가,1989-08-22
015760,한국전력공사,유가,1989-08-10
015760,한국전력공사,유가,1989-08-10
007690,국도화학,유가,1989-08-05
006280,녹십자,유가,1989-08-01
009160,SIMPAC,유가,1989-07-29
008600,윌비스,유가,1989-07-28
015230,대창단조,유가,1989-07-25
007160,사조산업,유가,1989-07-25
014130,한익스프레스,유가,1989-07-25
008040,사조동아원,유가,1989-06-24
009580,무림P&P,유가,1989-06-20
014990,인디에프,유가,1989-06-20
009140,케이아이이,유가,1989-06-20
013570,디와이,유가,1989-05-30
003610,방림,유가,1989-05-30
015590,DKME,유가,1989-05-27
014680,한솔케미칼,유가,1989-05-20
010820,퍼스텍,유가,1989-05-10
019570,GMI벤처,코스닥,1989-03-14
006040,동원산업,유가,1989-03-07
008060,대덕,유가,1989-01-26
003680,한성기업,유가,1989-01-26
006920,모헨즈,코스닥,1989-01-05
015020,이스타코,유가,1988-12-23
011280,태림포장,유가,1988-12-20
002310,아세아제지,유가,1988-12-15
010660,화천기계,유가,1988-12-12
011150,CJ씨푸드,유가,1988-11-26
001770,SHD,유가,1988-11-23
018470,조일알미늄,유가,1988-11-22
005850,에스엘,유가,1988-11-08
009970,영원무역홀딩스,유가,1988-11-07
003850,보령,유가,1988-10-24
008250,이건산업,유가,1988-10-21
012690,모나리자,유가,1988-10-14
006370,대구백화점,유가,1988-10-10
006980,우성,유가,1988-10-10
002920,유성기업,유가,1988-10-10
002220,한일철강,유가,1988-10-07
002450,삼익악기,유가,1988-09-30
002460,HS화성,유가,1988-09-29
007340,DN오토모티브,유가,1988-09-24
000890,보해양조,유가,1988-09-23
000890,보해양조,유가,1988-09-23
001290,상상인증권,유가,1988-09-23
003010,혜인,유가,1988-09-20
014280,금강공업,유가,1988-09-10
009810,MDS스피어,유가,1988-08-31
008730,율촌화학,유가,1988-08-30
009270,신원,유가,1988-08-24
004140,동방,유가,1988-08-10
002960,한국쉘석유,유가,1988-08-10
003000,부광약품,유가,1988-08-05
005810,풍산홀딩스,유가,1988-07-28
001270,부국증권,유가,1988-07-19
012200,계양전기,유가,1988-07-06
004710,한솔테크닉스,유가,1988-07-06
016610,DB증권,유가,1988-06-27
008930,한미사이언스,유가,1988-06-20
005500,삼진제약,유가,1988-06-18
005490,POSCO홀딩스,유가,1988-06-10
002410,범양건영,유가,1988-05-25
005690,파미셀,유가,1988-05-20
001230,동국홀딩스,유가,1988-05-09
006340,대원전선,유가,1988-05-04
005950,이수화학,유가,1988-04-28
016360,삼성증권,유가,1988-03-28
002810,삼영무역,유가,1988-03-28
001750,한양증권,유가,1988-03-04
011780,금호석유화학,유가,1988-01-22
003470,유안타증권,유가,1988-01-21
002620,제일파마홀딩스,유가,1988-01-20
015260,에이엔피,유가,1988-01-18
009460,한창제지,유가,1987-12-23
005720,넥센,유가,1987-12-19
006660,삼성공조,유가,1987-11-28
004490,세방전지,유가,1987-11-28
011000,진원생명과학,유가,1987-11-16
009310,참엔지니어링,유가,1987-11-12
010100,한국무브넥스,유가,1987-10-02
005070,코스모신소재,유가,1987-09-28
004830,덕성,유가,1987-09-25
001720,신영증권,유가,1987-08-24
001200,유진증권,유가,1987-08-24
003460,유화증권,유가,1987-08-24
011700,한신기계공업,유가,1987-07-24
005420,코스모화학,유가,1987-07-23
000500,가온전선,유가,1987-06-08
010950,S-Oil,유가,1987-05-27
012450,한화에어로스페이스,유가,1987-05-27
011230,삼화전자공업,유가,1987-05-25
004020,현대제철,유가,1987-05-23
004770,써니전자,유가,1987-04-22
004560,현대비앤지스틸,유가,1987-03-24
006090,사조오양,유가,1986-12-24
003530,한화투자증권,유가,1986-11-25
009470,삼화전기,유가,1986-11-24
001510,SK증권,유가,1986-09-20
010770,평화홀딩스,유가,1986-03-31
007110,일신석재,유가,1986-03-04
016380,KG스틸,유가,1986-02-03
010780,아이에스동서,유가,1986-01-27
002360,SH에너지화학,유가,1985-12-23
003830,대한화섬,유가,1985-12-23
007810,코리아써키트,유가,1985-09-09
004170,신세계,유가,1985-08-19
010060,OCI홀딩스,유가,1985-07-09
000520,삼일제약,유가,1985-05-29
006490,프리티,유가,1985-01-17
003120,일성아이에스,유가,1985-01-14
000720,현대건설,유가,1984-12-22
002710,TCC스틸,유가,1984-12-21
003060,에이프로젠바이오로직스,유가,1984-10-19
007700,F&F 홀딩스,유가,1984-10-04
008700,아남전자,유가,1984-08-11
006360,GS건설,유가,1981-08-03
006110,삼아알미늄,유가,1980-12-05
006200,한국전자홀딩스,유가,1979-11-30
006400,삼성SDI,유가,1979-02-27
009150,삼성전기,유가,1979-02-27
005960,동부건설,유가,1978-10-30
009070,케이씨티시,유가,1978-09-29
003070,코오롱글로벌,유가,1978-09-15
005180,빙그레,유가,1978-08-31
005250,녹십자홀딩스,유가,1978-08-28
000480,시알홀딩스,유가,1978-06-30
000480,시알홀딩스,유가,1978-06-30
004310,현대약품,유가,1978-06-28
003920,남양유업,유가,1978-06-24
008350,남선알미늄,유가,1978-05-22
003350,한국화장품제조,유가,1978-02-06
011760,현대코퍼레이션,유가,1977-12-01
006260,LS,유가,1977-06-30
001740,SK네트웍스,유가,1977-06-30
002100,경농,유가,1977-06-30
004870,티웨이홀딩스,유가,1977-06-30
007590,동방아그로,유가,1977-06-29
004430,송원산업,유가,1977-06-25
002780,진흥기업,유가,1977-06-25
004090,한국석유공업,유가,1977-06-25
000650,천일고속,유가,1977-06-23
000430,대원강업,유가,1977-06-22
001080,만호제강,유가,1977-06-18
004700,조광피혁,유가,1977-05-27
004360,세방,유가,1977-05-19
008970,KBI동양철관,유가,1977-03-05
002880,디와이에이,유가,1977-02-18
002880,디와이에이,유가,1977-02-18
001260,남광토건,유가,1976-12-28
005680,삼영전자공업,유가,1976-12-28
005800,신영와코루,유가,1976-12-28
002630,오리엔트바이오,유가,1976-12-28
001550,조비,유가,1976-12-28
005430,한국공항,유가,1976-12-28
004910,조광페인트,유가,1976-12-27
003080,SB성보,유가,1976-12-23
004690,삼천리,유가,1976-12-23
002600,조흥,유가,1976-12-23
001570,금양,유가,1976-12-17
003960,사조대림,유가,1976-09-16
002070,비비안,유가,1976-07-13
003570,SNT다이내믹스,유가,1976-07-08
004960,한신공영,유가,1976-07-07
004370,농심,유가,1976-06-30
003720,삼영,유가,1976-06-30
004980,성신양회,유가,1976-06-30
004970,신라교역,유가,1976-06-30
002870,신풍,유가,1976-06-30
001630,종근당홀딩스,유가,1976-06-30
005740,크라운해태홀딩스,유가,1976-06-30
002390,한독,유가,1976-06-30
001380,SG글로벌,유가,1976-06-29
006120,SK디스커버리,유가,1976-06-29
007540,샘표,유가,1976-06-29
003280,흥아해운,유가,1976-06-29
001250,GS글로벌,유가,1976-06-26
002990,금호건설,유가,1976-06-26
002990,금호건설,유가,1976-06-26
001470,삼부토건,유가,1976-06-26
001820,삼화콘덴서공업,유가,1976-06-26
001020,페이퍼코리아,유가,1976-06-26
001520,동양,유가,1976-06-25
000880,한화,유가,1976-06-24
001060,JW중외제약,유가,1976-06-14
000670,영풍,유가,1976-06-12
001340,PKC,유가,1976-06-10
000180,성창기업지주,유가,1976-06-02
005110,한창,유가,1976-06-01
004450,삼화왕관,유가,1976-05-28
000040,KR모터스,유가,1976-05-25
002240,고려제강,유가,1976-05-25
004100,태양금속공업,유가,1976-05-25
002820,SUN&L,유가,1976-05-22
004840,DRB동일,유가,1976-05-21
002350,넥센타이어,유가,1976-05-19
004060,SG세계물산,유가,1976-04-19
004000,롯데정밀화학,유가,1976-04-15
000020,동화약품,유가,1976-03-24
000210,DL,유가,1976-02-02
001120,LX인터내셔널,유가,1976-01-30
002720,국제약품,유가,1975-12-27
